player_id,first_name,last_name,birthdate,school,country,height,weight,season_experience,jersey_number,roster_status,start_year,end_year,draft_year
200782,P.J.,Tucker,1985-05-05,Texas,USA,6-5,245,12,17,Active,2006,2023,2006
200783,Craig,Smith,1983-11-10,Boston College,USA,6-7,265,6,83,Inactive,2006,2011,2006
200785,Kosta,Perovic,1985-02-19,Partizan,Serbia,7-2,240,2,19,Inactive,2007,2007,2006
200786,David,Noel,1984-02-27,North Carolina,USA,6-6,230,2,34,Inactive,2006,2006,2006
200788,James,Augustine,1984-02-27,Illinois,USA,6-10,235,2,40,Inactive,2006,2007,2006
200794,Paul,Millsap,1985-02-10,Louisiana Tech,USA,6-7,257,17,8,Inactive,2006,2021,2006
200796,Leon,Powe,1984-01-22,California,USA,6-8,240,6,7,Inactive,2006,2010,2006
200806,Damir,Markota,1985-12-26,Cibona,Croatia,6-10,225,1,52,Inactive,2006,2006,2006
200807,Will,Blalock,1983-09-08,Iowa State,USA,6-0,205,2,8,Inactive,2006,2006,2006
200811,Lou,Amundson,1982-12-07,UNLV,USA,6-9,220,11,17,Inactive,2006,2015,0
200814,Tarence,Kinsey,1984-03-21,South Carolina,USA,6-6,189,4,8,Inactive,2006,2008,0
200817,Pooh,Jeter,1983-12-02,Portland,USA,5-11,175,2,5,Inactive,2010,2010,0
200821,Yakhouba,Diawara,1982-08-29,Pepperdine,USA,6-7,225,5,9,Inactive,2006,2009,0
200826,J.J.,Barea,1984-06-26,Northeastern,Puerto Rico,5-10,180,15,5,Inactive,2006,2019,0
200835,Walter,Herrmann,1979-06-26,Malaga,Argentina,6-9,225,4,5,Inactive,2006,2008,0
200978,Jeremy,Richardson,1984-03-01,Delta State,USA,6-7,195,4,32,Inactive,2006,2008,0
200984,Lance,Allred,1981-02-02,Weber State,USA,6-11,250,2,41,Inactive,2007,2007,0
201041,Walker,Russell,1982-10-06,Jacksonville State,USA,6-0,170,2,23,Inactive,2011,2011,1982
201043,Randolph,Morris,1986-01-02,Kentucky,USA,6-11,275,5,33,Inactive,2006,2009,0
201141,Greg,Oden,1988-01-22,Ohio State,USA,7-0,273,4,20,Inactive,2007,2013,2007
201142,Kevin,Durant,1988-09-29,Texas,USA,6-10,240,15,35,Active,2007,2023,2007
201143,Al,Horford,1986-06-03,Florida,Dominican Republic,6-9,240,16,42,Active,2007,2023,2007
201144,Mike,Conley,1987-10-11,Ohio State,USA,6-1,175,16,10,Active,2007,2023,2007
201145,Jeff,Green,1986-08-28,Georgetown,USA,6-8,235,15,32,Active,2007,2023,2007
201147,Corey,Brewer,1986-03-05,Florida,USA,6-9,188,14,13,Inactive,2007,2019,2007
201149,Joakim,Noah,1985-02-25,Florida,USA,6-11,232,14,55,Inactive,2007,2019,2007
201150,Spencer,Hawes,1988-04-28,Washington,USA,7-1,245,11,0,Inactive,2007,2016,2007
201151,Acie,Law,1985-01-25,Texas A&M,USA,6-3,202,5,2,Inactive,2007,2010,2007
201152,Thaddeus,Young,1988-06-21,Georgia Tech,USA,6-8,235,16,21,Active,2007,2023,2007
201153,Julian,Wright,1987-05-20,Kansas,USA,6-8,225,5,14,Inactive,2007,2010,2007
201154,Al,Thornton,1983-12-07,Florida State,USA,6-8,235,5,23,Inactive,2007,2010,2007
201157,Sean,Williams,1986-09-13,Boston College,USA,6-10,235,5,56,Inactive,2007,2011,2007
201159,Javaris,Crittenton,1987-12-31,Georgia Tech,USA,6-5,200,3,8,Inactive,2007,2009,2007
201161,Daequan,Cook,1987-04-28,Ohio State,USA,6-5,210,7,14,Inactive,2007,2012,2007
201162,Jared,Dudley,1985-07-10,Boston College,USA,6-6,237,15,10,Inactive,2007,2020,2007
201163,Wilson,Chandler,1987-05-10,DePaul,USA,6-8,235,13,21,Inactive,2007,2019,2007
201165,Morris,Almond,1985-02-02,Rice,USA,6-6,225,4,21,Inactive,2007,2011,2007
201166,Aaron,Brooks,1985-01-14,Oregon,USA,6-0,161,11,30,Inactive,2007,2017,2007
201167,Arron,Afflalo,1985-10-15,UCLA,USA,6-5,210,12,4,Inactive,2007,2017,2007
201168,Tiago,Splitter,1985-01-01,,Brazil,6-11,245,8,47,Inactive,2010,2016,2007
201171,Carl,Landry,1983-09-19,Purdue,USA,6-9,248,10,7,Inactive,2007,2015,2007
201172,Gabe,Pruitt,1986-04-19,Southern California,USA,6-4,170,3,13,Inactive,2007,2008,2007
201173,Marcus,Williams,1986-11-18,Arizona,USA,6-7,207,3,2,Inactive,2007,2008,2007
201174,Nick,Fazekas,1985-06-17,Nevada-Reno,USA,6-11,235,2,20,Inactive,2007,2007,2007
201175,Glen,Davis,1986-01-01,Louisiana State,USA,6-9,289,8,0,Inactive,2007,2014,2007
201178,Kyrylo,Fesenko,1986-12-24,Cherkaski,Ukraine,7-1,280,6,44,Inactive,2007,2011,2007
201180,Yue,Sun,1985-11-06,Beijing,China,6-9,205,2,9,Inactive,2008,2008,2007
201181,Chris,Richard,1984-12-25,Florida,USA,6-9,256,3,35,Inactive,2007,2009,2007
201182,Derrick,Byars,1984-04-25,Vanderbilt,USA,6-7,220,2,34,Inactive,2011,2011,2007
201186,Stephane,Lasme,1982-12-17,Massachusetts,Gabon,6-8,215,2,45,Inactive,2007,2007,2007
201189,Aaron,Gray,1984-12-07,Pittsburgh,USA,7-0,270,7,33,Inactive,2007,2013,2007
201192,Taurean,Green,1986-11-28,Florida,USA,6-0,177,1,0,Inactive,2007,2007,2007
201195,Herbert,Hill,1984-10-01,Providence,USA,6-10,240,1,35,Inactive,2007,2007,2007
201199,DJ,Strawberry,1985-06-15,Maryland,USA,6-5,201,2,8,Inactive,2007,2007,2007
201202,Joel,Anthony,1982-08-09,UNLV,Canada,6-9,245,11,30,Inactive,2007,2016,0
201207,Coby,Karl,1983-06-08,Boise State,USA,6-5,215,3,22,Inactive,2007,2009,0
201208,Darryl,Watkins,1984-11-08,Syracuse,USA,6-11,258,3,31,Inactive,2007,2011,0
201228,C.J.,Watson,1984-04-17,Tennessee,USA,6-2,175,11,32,Inactive,2007,2016,0
201229,Anthony,Tolliver,1985-06-01,Creighton,USA,6-8,240,14,43,Inactive,2008,2020,0
201242,Thomas,Gardner,1985-02-08,Missouri,USA,6-5,225,3,3,Inactive,2007,2008,0
201274,Ivan,Johnson,1984-04-10,California State-San Bernardino,USA,6-8,255,3,44,Inactive,2011,2012,0
201336,Blake,Ahearn,1984-05-27,Missouri State,USA,6-2,190,4,2,Inactive,2007,2011,0
201446,Mike,Taylor,1986-01-21,Iowa State,USA,6-2,165,2,4,Inactive,2008,2008,2008
201564,O.J.,Mayo,1987-11-05,Southern California,USA,6-5,210,9,3,Inactive,2008,2015,2008
201567,Kevin,Love,1988-09-07,UCLA,USA,6-8,251,15,0,Active,2008,2023,2008
201568,Danilo,Gallinari,1988-08-08,Olimpia Milano,Italy,6-10,236,13,8,Active,2008,2023,2008
201569,Eric,Gordon,1988-12-25,Indiana,USA,6-3,215,16,10,Inactive,2008,2022,2008
201570,Joe,Alexander,1986-12-26,West Virginia,USA,6-8,230,3,20,Inactive,2008,2009,2008
201571,D.J.,Augustin,1987-11-10,Texas-Austin,USA,5-11,183,14,4,Active,2008,2023,2008
201574,Jason,Thompson,1986-07-21,Rider,USA,6-11,250,9,1,Inactive,2008,2015,2008
201575,Brandon,Rush,1985-07-07,Kansas,USA,6-6,225,10,4,Inactive,2008,2016,2008
201577,Robin,Lopez,1988-04-01,Stanford,USA,7-0,281,15,33,Active,2008,2023,2008
201578,Marreese,Speights,1987-08-04,Florida,USA,6-10,255,11,5,Inactive,2008,2017,2008
201582,Alexis,Ajinca,1988-05-06,Hyeres-Toulon,France,7-2,248,8,42,Inactive,2008,2017,2008
201584,Courtney,Lee,1985-10-03,Western Kentucky,USA,6-5,215,13,1,Inactive,2008,2019,2008
201587,Nicolas,Batum,1988-12-14,Le Mans,France,6-8,230,15,33,Active,2008,2023,2008
201588,George,Hill,1986-05-04,Indiana-Purdue Indianapolis,USA,6-4,188,15,7,Active,2008,2023,2008
201589,Darrell,Arthur,1988-03-25,Kansas,USA,6-9,235,10,0,Inactive,2008,2017,2008
201590,Donte,Greene,1988-02-21,Syracuse,USA,6-11,226,6,13,Inactive,2008,2012,2008
201591,DJ,White,1986-08-31,Indiana,USA,6-9,250,6,8,Inactive,2008,2013,2008
201592,J.R.,Giddens,1985-02-13,New Mexico,USA,6-5,215,3,4,Inactive,2008,2009,2008
201593,Nikola,Pekovic,1986-01-03,Panathinaikos,Montenegro,6-11,307,7,14,Inactive,2010,2016,2008
201594,Walter,Sharpe,1986-07-18,Alabama-Birmingham,USA,6-9,245,2,42,Inactive,2008,2008,2008
201596,Mario,Chalmers,1986-05-19,Kansas,USA,6-2,190,10,6,Inactive,2008,2017,2008
201599,DeAndre,Jordan,1988-07-21,Texas A&M,USA,6-11,265,15,6,Active,2008,2023,2008
201600,Omer,Asik,1986-07-04,Fenerbahce,Turkey,7-0,255,9,3,Inactive,2010,2017,2008
201601,Luc,Mbah a Moute,1986-09-09,UCLA,Cameroon,6-8,230,13,12,Inactive,2008,2019,2008
201605,Nathan,Jawai,1986-10-10,Midland (Texas),Australia,6-10,280,3,15,Inactive,2008,2009,2008
201606,Sean,Singletary,1985-09-06,Virginia,USA,6-0,185,2,44,Inactive,2008,2008,2008
201607,Patrick,Ewing,1984-05-20,Georgetown,USA,6-8,235,2,22,Inactive,2010,2010,2008
201609,Goran,Dragic,1986-05-06,Union Olimpija,Slovenia,6-4,190,15,31,Active,2008,2023,2008
201611,Henry,Walker,1987-10-09,Kansas State,USA,6-6,235,5,5,Inactive,2008,2014,2008
201612,Malik,Hairston,1987-02-23,Oregon,USA,6-6,220,3,1,Inactive,2008,2009,2008
201616,Darnell,Jackson,1985-11-07,Kansas,USA,6-9,253,4,41,Inactive,2008,2010,2008
201619,Sasha,Kaun,1985-05-08,Kansas,Russia,6-11,260,2,14,Inactive,2008,2015,2008
201621,Joe,Crawford,1986-06-17,Kentucky,USA,6-5,210,2,5,Inactive,2008,2008,2008
201623,Semih,Erden,1986-07-28,Fenerbahce,Turkey,7-0,240,3,9,Inactive,2010,2011,2008
201627,Anthony,Morrow,1985-09-27,Georgia Tech,USA,6-5,210,10,11,Inactive,2008,2016,0
201632,Hamed,Haddadi,1985-05-19,Saba Battery,Iran,7-2,265,6,98,Inactive,2008,2012,0
201633,Rob,Kurz,1985-03-05,Notre Dame,USA,6-9,232,2,31,Inactive,2008,2009,0
201634,DeMarcus,Nelson,1985-11-02,Duke,USA,6-4,200,2,21,Inactive,2008,2008,0
201785,Othyus,Jeffers,1985-08-05,Robert Morris-Chicago,USA,6-5,210,3,0,Inactive,2009,2013,0
201802,Oliver,Lafayette,1984-05-06,Houston,USA,6-2,190,2,0,Inactive,2009,2009,0
201805,Chris,Hunter,1984-07-09,Michigan,USA,6-11,240,3,31,Inactive,2008,2009,0
201814,Gary,Forbes,1985-02-25,Massachusetts,Panama,6-7,220,3,3,Inactive,2010,2011,0
201880,Greg,Stiemsma,1985-09-26,Wisconsin,USA,6-11,260,5,34,Inactive,2009,2014,0
201933,Blake,Griffin,1989-03-16,Oklahoma,USA,6-9,250,13,91,Active,2009,2023,2009
201934,Hasheem,Thabeet,1987-02-16,Connecticut,Tanzania,7-3,263,5,34,Inactive,2009,2013,2009
201935,James,Harden,1989-08-26,Arizona State,USA,6-5,220,14,1,Active,2009,2023,2009
201938,Jonny,Flynn,1989-02-06,Syracuse,USA,6-0,185,4,3,Inactive,2009,2011,2009
201939,Stephen,Curry,1988-03-14,Davidson,USA,6-2,185,14,30,Active,2009,2023,2009
201941,Jordan,Hill,1987-07-27,Arizona,USA,6-10,240,9,27,Inactive,2009,2016,2009
201942,DeMar,DeRozan,1989-08-07,Southern California,USA,6-6,220,14,11,Active,2009,2023,2009
201944,Terrence,Williams,1987-06-28,Louisville,USA,6-6,220,5,55,Inactive,2009,2012,2009
201945,Gerald,Henderson,1987-12-09,Duke,USA,6-5,215,9,12,Inactive,2009,2016,2009
201948,Austin,Daye,1988-06-05,Gonzaga,USA,6-11,220,7,3,Inactive,2009,2014,2009
201949,James,Johnson,1987-02-20,Wake Forest,USA,6-7,240,14,16,Active,2009,2023,2009
201950,Jrue,Holiday,1990-06-12,UCLA,USA,6-5,205,14,21,Active,2009,2023,2009
201951,Ty,Lawson,1987-11-03,North Carolina,USA,5-11,195,10,4,Inactive,2009,2017,2009
201952,Jeff,Teague,1988-06-10,Wake Forest,USA,6-3,195,13,5,Inactive,2009,2020,2009
201957,Byron,Mullens,1989-02-14,Ohio State,USA,7-0,275,5,30,Inactive,2009,2013,2009
201958,Rodrigue,Beaubois,1988-02-24,Cholet,France,6-2,185,5,3,Inactive,2009,2012,2009
201959,Taj,Gibson,1985-06-24,Southern California,USA,6-9,232,14,67,Active,2009,2023,2009
201960,DeMarre,Carroll,1986-07-27,Missouri,USA,6-6,215,12,9,Inactive,2009,2019,2009
201961,Wayne,Ellington,1987-11-29,North Carolina,USA,6-4,207,14,2,Inactive,2009,2021,2009
201963,Christian,Eyenga,1989-06-22,DKV Joventut,Congo,6-7,210,3,88,Inactive,2010,2011,2009
201965,Jeff,Ayres,1987-04-29,Arizona State,USA,6-9,250,7,19,Inactive,2009,2015,2009
201967,Dante,Cunningham,1987-04-22,Villanova,USA,6-8,230,11,33,Inactive,2009,2018,2009
201969,DaJuan,Summers,1988-01-24,Georgetown,USA,6-8,240,5,35,Inactive,2009,2012,2009
201970,Sam,Young,1985-06-01,Pittsburgh,USA,6-6,225,5,4,Inactive,2009,2012,2009
201972,Jon,Brockman,1987-03-20,Washington,USA,6-7,255,4,40,Inactive,2009,2011,2009
201974,Derrick,Brown,1987-09-08,Xavier,USA,6-8,233,4,4,Inactive,2009,2011,2009
201975,Jodie,Meeks,1987-08-21,Kentucky,USA,6-4,210,11,20,Inactive,2009,2018,2009
201976,Patrick,Beverley,1988-07-12,Arkansas,USA,6-2,180,11,21,Active,2012,2023,2009
201978,Chase,Budinger,1988-05-22,Arizona,USA,6-7,209,8,10,Inactive,2009,2015,2009
201979,Nick,Calathes,1989-02-07,Florida,USA,6-6,213,2,12,Inactive,2013,2014,2009
201980,Danny,Green,1987-06-22,North Carolina,USA,6-6,215,14,14,Active,2009,2023,2009
201987,Robert,Vaden,1985-03-03,Alabama-Birmingham,USA,6-5,205,1,30,Inactive,2010,2010,2009
201991,Lester,Hudson,1984-08-07,Tennessee-Martin,USA,6-3,190,5,14,Inactive,2009,2014,2009
201998,Curtis,Jerrells,1987-02-05,Baylor,USA,6-1,195,1,5,Inactive,2009,2009,0
202066,Garrett,Temple,1986-05-08,Louisiana State,USA,6-6,195,13,41,Active,2009,2023,0
202067,Diamon,Simpson,1987-09-08,St. Mary's (CA),USA,6-7,230,2,20,Inactive,2011,2011,0
202077,Jerel,McNeal,1987-06-01,Marquette,USA,6-3,200,3,8,Inactive,2012,2014,0
202081,Garret,Siler,1986-10-25,Augusta State,USA,6-11,305,2,20,Inactive,2010,2010,0
202083,Wesley,Matthews,1986-10-14,Marquette,USA,6-5,220,14,23,Active,2009,2023,0
202132,Cedric,Jackson,1986-03-05,Cleveland State,USA,6-3,190,2,9,Inactive,2009,2009,0
202148,Mickell,Gladness,1986-07-26,Alabama A&M,USA,6-11,220,2,32,Inactive,2011,2011,0
202178,Sundiata,Gaines,1986-04-18,Georgia,USA,6-1,200,4,1,Inactive,2009,2011,0
202220,Zabian,Dowdell,1984-09-10,Virginia Tech,USA,6-3,191,2,22,Inactive,2010,2010,0
202221,Brian,Butch,1984-12-22,Wisconsin,USA,6-11,240,1,43,Inactive,2009,2009,0
202227,Terrel,Harris,1987-08-10,Oklahoma State,USA,6-4,190,3,12,Inactive,2011,2012,0
202323,Evan,Turner,1988-10-27,Ohio State,USA,6-6,220,11,1,Inactive,2010,2019,2010
202324,Derrick,Favors,1991-07-15,Georgia Tech,USA,6-9,265,13,15,Inactive,2010,2021,2010
202325,Wesley,Johnson,1987-07-11,Syracuse,USA,6-7,215,10,4,Inactive,2010,2018,2010
202326,DeMarcus,Cousins,1990-08-13,Kentucky,USA,6-10,270,12,4,Inactive,2010,2021,2010
202328,Greg,Monroe,1990-06-04,Georgetown,USA,6-10,250,11,15,Inactive,2010,2021,2010
202330,Gordon,Hayward,1990-03-23,Butler,USA,6-7,225,13,20,Active,2010,2023,2010
202332,Cole,Aldrich,1988-10-31,Kansas,USA,6-11,253,9,45,Inactive,2010,2017,2010
202335,Patrick,Patterson,1989-03-14,Kentucky,USA,6-8,235,12,54,Inactive,2010,2020,2010
202337,Luke,Babbitt,1989-06-20,Nevada-Reno,USA,6-9,225,9,22,Inactive,2010,2017,2010
202339,Eric,Bledsoe,1989-12-09,Kentucky,USA,6-1,214,13,5,Inactive,2010,2021,2010
202340,Avery,Bradley,1990-11-26,University of Texas at Austin,USA,6-3,180,13,20,Inactive,2010,2021,2010
202341,James,Anderson,1989-03-25,Oklahoma State,USA,6-6,213,6,5,Inactive,2010,2015,2010
202342,Craig,Brackins,1987-10-09,Iowa State,USA,6-10,230,3,33,Inactive,2010,2011,2010
202344,Trevor,Booker,1987-11-25,Clemson,USA,6-8,228,8,20,Inactive,2010,2017,2010
202345,Damion,James,1987-10-07,Texas-Austin,USA,6-7,225,4,7,Inactive,2010,2013,2010
202348,Jordan,Crawford,1988-10-23,Xavier,USA,6-5,195,6,27,Inactive,2010,2017,2010
202355,Hassan,Whiteside,1989-06-13,Marshall,USA,7-0,265,11,21,Inactive,2010,2021,2010
202356,Armon,Johnson,1989-02-23,Nevada-Reno,USA,6-3,195,3,7,Inactive,2010,2011,2010
202357,Nemanja,Bjelica,1988-05-09,,Serbia,6-9,234,8,8,Inactive,2015,2021,2010
202360,Andy,Rautins,1986-11-02,Syracuse,USA,6-4,190,2,11,Inactive,2010,2010,2010
202361,Landry,Fields,1988-06-27,Stanford,USA,6-7,215,5,2,Inactive,2010,2014,2010
202363,Jarvis,Varnado,1988-03-01,Mississippi State,USA,6-9,230,2,40,Inactive,2012,2013,2010
202365,Devin,Ebanks,1989-10-28,West Virginia,USA,6-9,215,4,3,Inactive,2010,2012,2010
202366,Jerome,Jordan,1986-09-29,Tulsa,Jamaica,7-0,253,3,9,Inactive,2011,2014,2010
202371,Gani,Lawal,1988-11-07,Georgia Tech,USA,6-9,234,2,31,Inactive,2010,2010,2010
202374,Solomon,Alabi,1988-03-21,Florida State,Nigeria,7-1,252,3,50,Inactive,2010,2011,2010
202375,Magnum,Rolle,1986-02-23,Louisiana Tech,Bahamas,6-11,235,1,25,Inactive,2010,2010,2010
202376,Luke,Harangody,1988-01-02,Notre Dame,USA,6-7,245,3,44,Inactive,2010,2011,2010
202377,Pape,Sy,1988-04-05,Le Havre,France,6-7,225,2,19,Inactive,2010,2010,2010
202378,Willie,Warren,1989-10-22,Oklahoma,USA,6-4,203,2,13,Inactive,2010,2010,2010
202379,Jeremy,Evans,1987-10-24,Western Kentucky,USA,6-9,200,7,6,Inactive,2010,2017,2010
202382,Derrick,Caracter,1988-05-04,Texas-El Paso,USA,6-9,275,2,45,Inactive,2010,2010,2010
202386,Ben,Uzoh,1988-03-18,Tulsa,USA,6-3,205,3,18,Inactive,2010,2011,0
202388,Donald,Sloan,1988-01-15,Texas A&M,USA,6-3,205,6,15,Inactive,2011,2015,0
202389,Timofey,Mozgov,1986-07-16,Khimki,Russia,7-1,275,10,21,Inactive,2010,2018,0
202391,Jeremy,Lin,1988-08-23,Harvard,USA,6-3,200,10,17,Inactive,2010,2018,0
202392,Marqus,Blakely,1988-10-22,Vermont,USA,6-5,225,2,15,Inactive,2010,2010,0
202407,Elijah,Millsap,1987-08-12,Alabama-Birmingham,USA,6-7,215,4,22,Inactive,2014,2016,0
202408,Marcus,Cousin,1986-12-18,Houston,USA,6-11,255,2,50,Inactive,2010,2010,0
202412,Manny,Harris,1989-09-21,Michigan,USA,6-5,185,5,6,Inactive,2010,2016,0
202419,Chris,Johnson,1985-07-17,Louisiana State,USA,6-11,210,4,20,Inactive,2010,2012,0
202622,Courtney,Fortson,1988-05-23,Arkansas,USA,5-11,185,2,9,Inactive,2011,2011,0
202681,Kyrie,Irving,1992-03-23,Duke,Australia,6-2,195,12,2,Active,2011,2023,2011
202684,Tristan,Thompson,1991-03-13,Texas-Austin,Canada,6-9,254,12,9,Active,2011,2023,2011
202685,Jonas,Valanciunas,1992-05-06,Lietuvos rytas Vilnius,Lithuania,6-11,265,11,17,Active,2012,2023,2011
202686,Jan,Vesely,1990-04-24,Partizan,Czech Republic,7-0,242,3,24,Inactive,2011,2013,2011
202687,Bismack,Biyombo,1992-08-28,Baloncesto Fuenlabrada,DRC,6-8,255,12,18,Active,2011,2023,2011
202690,Jimmer,Fredette,1989-02-25,Brigham Young,USA,6-2,195,7,32,Inactive,2011,2018,2011
202691,Klay,Thompson,1990-02-08,Washington State,USA,6-6,220,10,11,Active,2011,2023,2011
202692,Alec,Burks,1991-07-20,Colorado,USA,6-6,214,12,5,Active,2011,2023,2011
202693,Markieff,Morris,1989-09-02,Kansas,USA,6-9,245,12,13,Active,2011,2023,2011
202695,Kawhi,Leonard,1991-06-29,San Diego State,USA,6-7,225,11,2,Active,2011,2023,2011
202696,Nikola,Vucevic,1990-10-24,Southern California,Montenegro,6-10,260,12,9,Active,2011,2023,2011
202698,Chris,Singleton,1989-11-21,Florida State,USA,6-9,228,3,31,Inactive,2011,2013,2011
202699,Tobias,Harris,1992-07-15,Tennessee,USA,6-7,226,12,12,Active,2011,2023,2011
202700,Donatas,Motiejunas,1990-09-20,Lithuania,Lithuania,7-0,220,7,28,Inactive,2012,2018,2011
202701,Nolan,Smith,1988-07-25,Duke,USA,6-2,185,3,4,Inactive,2011,2012,2011
202703,Nikola,Mirotic,1991-02-11,Real Madrid,Montenegro,6-10,250,6,41,Inactive,2014,2018,2011
202704,Reggie,Jackson,1990-04-16,Boston College,USA,6-2,208,12,7,Active,2011,2023,2011
202706,Jordan,Hamilton,1990-10-06,Texas-Austin,USA,6-7,220,6,25,Inactive,2011,2015,2011
202707,JaJuan,Johnson,1989-02-08,Purdue,USA,6-10,221,2,12,Inactive,2011,2011,2011
202708,Norris,Cole,1988-10-13,Cleveland State,USA,6-2,175,7,30,Inactive,2011,2016,2011
202709,Cory,Joseph,1991-08-20,Texas,Canada,6-3,200,12,18,Active,2011,2023,2011
202710,Jimmy,Butler,1989-09-14,Marquette,USA,6-7,230,12,22,Active,2011,2023,2011
202711,Bojan,Bogdanovic,1989-04-18,Fenerbahce,Croatia,6-7,226,9,44,Active,2014,2023,2011
202713,Kyle,Singler,1988-05-04,Duke,USA,6-8,228,6,15,Inactive,2012,2017,2011
202714,Shelvin,Mack,1990-04-22,Butler,USA,6-3,203,9,6,Inactive,2011,2018,2011
202717,Trey,Thompkins,1990-05-29,Georgia,USA,6-10,245,2,33,Inactive,2011,2011,2011
202719,Jeremy,Tyler,1991-06-21,Tokyo Apache,USA,6-10,250,4,4,Inactive,2011,2013,2011
202720,Jon,Leuer,1989-05-14,Wisconsin,USA,6-10,228,9,30,Inactive,2011,2018,2011
202721,Darius,Morris,1991-01-03,Michigan,USA,6-4,195,5,14,Inactive,2011,2014,2011
202722,Davis,Bertans,1992-11-12,Baskonia,Latvia,6-10,225,7,44,Active,2016,2023,2011
202724,Charles,Jenkins,1989-02-28,Hofstra,USA,6-3,215,3,31,Inactive,2011,2012,2011
202725,Josh,Harrellson,1989-02-12,Kentucky,USA,6-10,275,4,55,Inactive,2011,2013,2011
202726,Andrew,Goudelock,1988-12-07,College of Charleston,USA,6-3,200,4,0,Inactive,2011,2015,2011
202730,Lavoy,Allen,1989-02-04,Temple,USA,6-9,260,7,5,Inactive,2011,2016,2011
202731,Vernon,Macklin,1986-09-25,Florida,USA,6-10,227,2,20,Inactive,2011,2011,2011
202732,DeAndre,Liggins,1988-03-31,Kentucky,USA,6-6,209,6,34,Inactive,2011,2017,2011
202734,E'Twaun,Moore,1989-02-25,Purdue,USA,6-3,191,11,55,Inactive,2011,2020,2011
202738,Isaiah,Thomas,1989-02-07,Washington,USA,5-9,185,12,4,Inactive,2011,2021,2011
202779,Dwight,Buycks,1989-03-06,Marquette,USA,6-3,190,3,20,Inactive,2013,2017,0
202810,D.J.,Kennedy,1989-11-05,St. John's (NY),USA,6-5,214,2,12,Inactive,2011,2011,0
202874,Chris,Wright,1988-09-30,Dayton,USA,6-9,226,3,15,Inactive,2011,2013,0
202918,Xavier,Silas,1988-01-22,Northern Illinois,USA,6-5,205,3,9,Inactive,2011,2017,2011
202962,Greg,Smith,1991-01-08,Fresno State,USA,6-10,250,6,4,Inactive,2011,2015,0
203006,Josh,Akognon,1986-02-10,California State-Fullerton,USA,5-11,185,2,10,Inactive,2012,2012,0
203076,Anthony,Davis,1993-03-11,Kentucky,USA,6-10,253,11,3,Active,2012,2023,2012
203077,Michael,Kidd-Gilchrist,1993-09-26,Kentucky,USA,6-6,232,9,9,Inactive,2012,2019,2012
203078,Bradley,Beal,1993-06-28,Florida,USA,6-4,207,11,3,Active,2012,2023,2012
203079,Dion,Waiters,1991-12-10,Syracuse,USA,6-3,210,9,18,Inactive,2012,2019,2012
203080,Thomas,Robinson,1991-03-17,Kansas,USA,6-10,237,6,15,Inactive,2012,2016,2012
203081,Damian,Lillard,1990-07-15,Weber State,USA,6-2,195,11,0,Active,2012,2023,2012
203082,Terrence,Ross,1991-02-05,Washington,USA,6-7,206,11,8,Active,2012,2023,2012
203083,Andre,Drummond,1993-08-10,Connecticut,USA,6-11,279,11,3,Active,2012,2023,2012
203084,Harrison,Barnes,1992-05-30,North Carolina,USA,6-8,225,11,40,Active,2012,2023,2012
203085,Austin,Rivers,1992-08-01,Duke,USA,6-4,200,11,25,Active,2012,2023,2012
203086,Meyers,Leonard,1992-02-27,Illinois,USA,7-0,260,10,3,Active,2012,2023,2012
203087,Jeremy,Lamb,1992-05-30,Connecticut,USA,6-5,180,11,26,Inactive,2012,2021,2012
203088,Kendall,Marshall,1991-08-19,North Carolina,USA,6-4,200,5,5,Inactive,2012,2015,2012
203089,John,Henson,1990-12-28,North Carolina,USA,6-9,219,9,31,Inactive,2012,2019,2012
203094,Andrew,Nicholson,1989-12-08,St. Bonaventure,Canada,6-9,250,6,44,Inactive,2012,2016,2012
203095,Evan,Fournier,1992-10-29,Poitiers Basket 86,France,6-6,205,11,13,Active,2012,2023,2012
203097,Fab,Melo,1990-06-20,Syracuse,Brazil,7-0,255,2,13,Inactive,2012,2012,2012
203098,John,Jenkins,1991-03-06,Vanderbilt,USA,6-4,215,7,30,Inactive,2012,2018,2012
203100,Tony,Wroten,1993-04-13,Washington,USA,6-6,205,5,5,Inactive,2012,2015,2012
203101,Miles,Plumlee,1988-09-01,Duke,USA,6-11,249,8,18,Inactive,2012,2018,2012
203102,Arnett,Moultrie,1990-11-18,Mississippi State,USA,6-10,240,2,5,Inactive,2012,2013,2012
203103,Perry,Jones III,1991-09-24,Baylor,USA,6-11,235,4,3,Inactive,2012,2014,2012
203104,Marquis,Teague,1993-02-28,Kentucky,USA,6-2,189,3,20,Inactive,2012,2017,2012
203105,Festus,Ezeli,1989-10-21,Vanderbilt,Nigeria,6-11,265,4,31,Inactive,2012,2016,2012
203107,Tomas,Satoransky,1991-10-30,,Czech Republic,6-7,210,7,31,Inactive,2016,2021,2012
203108,Bernard,James,1985-02-07,Florida State,USA,6-10,235,3,55,Inactive,2012,2014,2012
203109,Jae,Crowder,1990-07-06,Marquette,USA,6-6,235,11,99,Active,2012,2023,2012
203110,Draymond,Green,1990-03-04,Michigan State,USA,6-6,230,11,23,Active,2012,2023,2012
203113,Quincy,Miller,1992-11-18,Baylor,USA,6-9,210,4,34,Inactive,2012,2014,2012
